id,Rings
91399,8.0
91400,8.0
91401,10.0
91402,11.0
91403,5.0
91404,9.0
91405,11.0
91406,14.0
91407,7.0
91408,8.0
91409,11.0
91410,9.0
91411,11.0
91412,12.0
91413,10.0
91414,9.0
91415,9.0
91416,9.0
91417,10.0
91418,12.0
91419,10.0
91420,12.0
91421,10.0
91422,10.0
91423,15.0
91424,8.0
91425,9.0
91426,9.0
91427,10.0
91428,10.0
91429,8.0
91430,15.0
91431,6.0
91432,16.0
91433,7.0
91434,11.0
91435,11.0
91436,12.0
91437,11.0
91438,9.0
91439,11.0
91440,12.0
91441,8.0
91442,10.0
91443,14.0
91444,11.0
91445,10.0
91446,8.0
91447,16.0
91448,6.0
91449,11.0
91450,12.0
91451,13.0
91452,10.0
91453,9.0
91454,9.0
91455,16.0
91456,11.0
91457,7.0
91458,12.0
91459,12.0
91460,11.0
91461,9.0
91462,8.0
91463,11.0
91464,10.0
91465,9.0
91466,11.0
91467,17.0
91468,11.0
91469,11.0
91470,6.0
91471,10.0
91472,4.0
91473,11.0
91474,11.0
91475,10.0
91476,14.0
91477,7.0
91478,9.0
91479,4.0
91480,12.0
91481,13.0
91482,10.0
91483,8.0
91484,6.0
91485,11.0
91486,9.0
91487,10.0
91488,12.0
91489,15.0
91490,10.0
91491,8.0
91492,12.0
91493,8.0
91494,11.0
91495,12.0
91496,11.0
91497,8.0
91498,7.0
91499,10.0
91500,10.0
91501,11.0
91502,11.0
91503,9.0
91504,9.0
91505,8.0
91506,11.0
91507,10.0
91508,9.0
91509,11.0
91510,13.0
91511,11.0
91512,10.0
91513,9.0
91514,9.0
91515,10.0
91516,10.0
91517,4.0
91518,12.0
91519,8.0
91520,7.0
91521,11.0
91522,9.0
91523,10.0
91524,7.0
91525,12.0
91526,9.0
91527,10.0
91528,12.0
91529,10.0
91530,7.0
91531,14.0
91532,17.0
91533,13.0
91534,11.0
91535,9.0
91536,11.0
91537,10.0
91538,8.0
91539,10.0
91540,12.0
91541,9.0
91542,13.0
91543,19.0
91544,9.0
91545,7.0
91546,13.0
91547,9.0
91548,11.0
91549,8.0
91550,10.0
91551,8.0
91552,9.0
91553,11.0
91554,7.0
91555,8.0
91556,6.0
91557,12.0
91558,12.0
91559,7.0
91560,10.0
91561,9.0
91562,10.0
91563,8.0
91564,11.0
91565,11.0
91566,6.0
91567,10.0
91568,12.0
91569,4.0
91570,10.0
91571,9.0
91572,13.0
91573,8.0
91574,10.0
91575,10.0
91576,11.0
91577,11.0
91578,9.0
91579,11.0
91580,10.0
91581,10.0
91582,11.0
91583,9.0
91584,11.0
91585,12.0
91586,12.0
91587,8.0
91588,10.0
91589,5.0
91590,14.0
91591,6.0
91592,7.0
91593,6.0
91594,8.0
91595,9.0
91596,8.0
91597,9.0
91598,11.0
91599,11.0
91600,9.0
91601,7.0
91602,10.0
91603,9.0
91604,10.0
91605,8.0
91606,11.0
91607,10.0
91608,8.0
91609,13.0
91610,12.0
91611,9.0
91612,13.0
91613,10.0
91614,13.0
91615,10.0
91616,9.0
91617,7.0
91618,9.0
91619,10.0
91620,7.0
91621,10.0
91622,9.0
91623,17.0
91624,9.0
91625,7.0
91626,10.0
91627,10.0
91628,12.0
91629,13.0
91630,10.0
91631,9.0
91632,10.0
91633,12.0
91634,8.0
91635,12.0
91636,7.0
91637,13.0
91638,11.0
91639,10.0
91640,9.0
91641,6.0
91642,10.0
91643,10.0
91644,10.0
91645,6.0
91646,6.0
91647,13.0
91648,9.0
91649,11.0
91650,9.0
91651,8.0
91652,10.0
91653,7.0
91654,6.0
91655,13.0
91656,6.0
91657,8.0
91658,7.0
91659,9.0
91660,11.0
91661,10.0
91662,8.0
91663,4.0
91664,11.0
91665,9.0
91666,15.0
91667,7.0
91668,15.0
91669,11.0
91670,7.0
91671,8.0
91672,7.0
91673,10.0
91674,10.0
91675,11.0
91676,10.0
91677,13.0
91678,7.0
91679,10.0
91680,15.0
91681,10.0
91682,10.0
91683,4.0
91684,10.0
91685,7.0
91686,9.0
91687,10.0
91688,15.0
91689,10.0
91690,8.0
91691,5.0
91692,12.0
91693,9.0
91694,9.0
91695,9.0
91696,8.0
91697,9.0
91698,4.0
91699,11.0
91700,9.0
91701,12.0
91702,11.0
91703,12.0
91704,7.0
91705,8.0
91706,9.0
91707,10.0
91708,11.0
91709,11.0
91710,11.0
91711,15.0
91712,11.0
91713,14.0
91714,12.0
91715,10.0
91716,15.0
91717,12.0
91718,12.0
91719,12.0
91720,11.0
91721,10.0
91722,10.0
91723,15.0
91724,7.0
91725,15.0
91726,9.0
91727,4.0
91728,9.0
91729,11.0
91730,10.0
91731,15.0
91732,8.0
91733,11.0
91734,12.0
91735,7.0
91736,5.0
91737,9.0
91738,9.0
91739,11.0
91740,12.0
91741,10.0
91742,9.0
91743,8.0
91744,10.0
91745,8.0
91746,13.0
91747,8.0
91748,12.0
91749,15.0
91750,9.0
91751,7.0
91752,7.0
91753,7.0
91754,12.0
91755,9.0
91756,11.0
91757,11.0
91758,11.0
91759,11.0
91760,16.0
91761,9.0
91762,10.0
91763,5.0
91764,11.0
91765,10.0
91766,8.0
91767,9.0
91768,11.0
91769,14.0
91770,7.0
91771,15.0
91772,9.0
91773,11.0
91774,13.0
91775,6.0
91776,10.0
91777,5.0
91778,16.0
91779,9.0
91780,7.0
91781,9.0
91782,13.0
91783,11.0
91784,9.0
91785,13.0
91786,9.0
91787,15.0
91788,12.0
91789,10.0
91790,11.0
91791,8.0
91792,7.0
91793,11.0
91794,10.0
91795,15.0
91796,8.0
91797,14.0
91798,9.0
91799,13.0
91800,10.0
91801,9.0
91802,12.0
91803,6.0
91804,7.0
91805,15.0
91806,8.0
91807,6.0
91808,10.0
91809,11.0
91810,13.0
91811,11.0
91812,7.0
91813,8.0
91814,10.0
91815,9.0
91816,9.0
91817,8.0
91818,8.0
91819,7.0
91820,10.0
91821,7.0
91822,11.0
91823,12.0
91824,7.0
91825,10.0
91826,9.0
91827,10.0
91828,9.0
91829,12.0
91830,8.0
91831,9.0
91832,7.0
91833,11.0
91834,12.0
91835,5.0
91836,7.0
91837,10.0
91838,9.0
91839,10.0
91840,8.0
91841,10.0
91842,8.0
91843,11.0
91844,5.0
91845,11.0
91846,10.0
91847,7.0
91848,10.0
91849,15.0
91850,10.0
91851,12.0
91852,14.0
91853,10.0
91854,8.0
91855,10.0
91856,9.0
91857,9.0
91858,10.0
91859,10.0
91860,9.0
91861,7.0
91862,9.0
91863,8.0
91864,4.0
91865,12.0
91866,8.0
91867,11.0
91868,9.0
91869,10.0
91870,11.0
91871,10.0
91872,5.0
91873,13.0
91874,11.0
91875,7.0
91876,10.0
91877,9.0
91878,10.0
91879,7.0
91880,12.0
91881,10.0
91882,13.0
91883,13.0
91884,10.0
91885,6.0
91886,6.0
91887,7.0
91888,9.0
91889,12.0
91890,11.0
91891,11.0
91892,4.0
91893,9.0
91894,7.0
91895,11.0
91896,10.0
91897,13.0
91898,9.0
91899,14.0
91900,9.0
91901,9.0
91902,7.0
91903,8.0
91904,14.0
91905,12.0
91906,15.0
91907,11.0
91908,9.0
91909,8.0
91910,12.0
91911,11.0
91912,8.0
91913,8.0
91914,8.0
91915,9.0
91916,10.0
91917,12.0
91918,8.0
91919,8.0
91920,7.0
91921,9.0
91922,11.0
91923,5.0
91924,11.0
91925,11.0
91926,12.0
91927,10.0
91928,8.0
91929,10.0
91930,9.0
91931,14.0
91932,11.0
91933,7.0
91934,10.0
91935,9.0
91936,12.0
91937,12.0
91938,10.0
91939,9.0
91940,17.0
91941,10.0
91942,9.0
91943,12.0
91944,7.0
91945,10.0
91946,10.0
91947,10.0
91948,10.0
91949,11.0
91950,11.0
91951,7.0
91952,7.0
91953,11.0
91954,11.0
91955,6.0
91956,9.0
91957,12.0
91958,10.0
91959,7.0
91960,10.0
91961,9.0
91962,9.0
91963,10.0
91964,11.0
91965,13.0
91966,13.0
91967,7.0
91968,15.0
91969,6.0
91970,9.0
91971,12.0
91972,10.0
91973,14.0
91974,10.0
91975,8.0
91976,10.0
91977,11.0
91978,9.0
91979,8.0
91980,9.0
91981,8.0
91982,9.0
91983,8.0
91984,7.0
91985,6.0
91986,10.0
91987,9.0
91988,7.0
91989,10.0
91990,10.0
91991,8.0
91992,13.0
91993,15.0
91994,4.0
91995,9.0
91996,10.0
91997,10.0
91998,8.0
91999,10.0
92000,10.0
92001,12.0
92002,10.0
92003,11.0
92004,10.0
92005,6.0
92006,10.0
92007,10.0
92008,10.0
92009,10.0
92010,8.0
92011,7.0
92012,11.0
92013,9.0
92014,9.0
92015,7.0
92016,12.0
92017,8.0
92018,13.0
92019,11.0
92020,9.0
92021,8.0
92022,10.0
92023,12.0
92024,11.0
92025,16.0
92026,9.0
92027,5.0
92028,6.0
92029,12.0
92030,11.0
92031,8.0
92032,8.0
92033,9.0
92034,7.0
92035,10.0
92036,10.0
92037,7.0
92038,8.0
92039,10.0
92040,10.0
92041,9.0
92042,11.0
92043,12.0
92044,9.0
92045,5.0
92046,21.0
92047,11.0
92048,9.0
92049,9.0
92050,10.0
92051,8.0
92052,11.0
92053,13.0
92054,6.0
92055,9.0
92056,13.0
92057,11.0
92058,15.0
92059,8.0
92060,9.0
92061,11.0
92062,8.0
92063,7.0
92064,17.0
92065,12.0
92066,10.0
92067,5.0
92068,14.0
92069,9.0
92070,11.0
92071,13.0
92072,9.0
92073,7.0
92074,12.0
92075,9.0
92076,11.0
92077,9.0
92078,11.0
92079,10.0
92080,8.0
92081,10.0
92082,11.0
92083,11.0
92084,12.0
92085,9.0
92086,12.0
92087,5.0
92088,9.0
92089,8.0
92090,19.0
92091,6.0
92092,8.0
92093,7.0
92094,9.0
92095,9.0
92096,11.0
92097,13.0
92098,8.0
92099,10.0
92100,11.0
92101,9.0
92102,11.0
92103,5.0
92104,13.0
92105,8.0
92106,14.0
92107,5.0
92108,12.0
92109,14.0
92110,8.0
92111,13.0
92112,6.0
92113,7.0
92114,9.0
92115,10.0
92116,10.0
92117,10.0
92118,16.0
92119,6.0
92120,5.0
92121,10.0
92122,10.0
92123,10.0
92124,11.0
92125,12.0
92126,9.0
92127,7.0
92128,6.0
92129,8.0
92130,8.0
92131,7.0
92132,10.0
92133,7.0
92134,12.0
92135,6.0
92136,9.0
92137,8.0
92138,7.0
92139,11.0
92140,7.0
92141,6.0
92142,10.0
92143,8.0
92144,7.0
92145,9.0
92146,9.0
92147,8.0
92148,9.0
92149,14.0
92150,9.0
92151,11.0
92152,13.0
92153,8.0
92154,14.0
92155,15.0
92156,11.0
92157,9.0
92158,10.0
92159,13.0
92160,7.0
92161,17.0
92162,6.0
92163,11.0
92164,11.0
92165,13.0
92166,10.0
92167,14.0
92168,8.0
92169,10.0
92170,9.0
92171,14.0
92172,9.0
92173,11.0
92174,11.0
92175,9.0
92176,8.0
92177,10.0
92178,14.0
92179,9.0
92180,8.0
92181,10.0
92182,10.0
92183,7.0
92184,11.0
92185,15.0
92186,12.0
92187,12.0
92188,7.0
92189,5.0
92190,8.0
92191,9.0
92192,12.0
92193,7.0
92194,8.0
92195,5.0
92196,9.0
92197,7.0
92198,10.0
92199,9.0
92200,13.0
92201,14.0
92202,9.0
92203,11.0
92204,10.0
92205,9.0
92206,15.0
92207,10.0
92208,5.0
92209,11.0
92210,10.0
92211,9.0
92212,9.0
92213,15.0
92214,10.0
92215,10.0
92216,10.0
92217,6.0
92218,8.0
92219,9.0
92220,10.0
92221,11.0
92222,10.0
92223,8.0
92224,10.0
92225,9.0
92226,8.0
92227,10.0
92228,11.0
92229,7.0
92230,11.0
92231,9.0
92232,18.0
92233,17.0
92234,5.0
92235,14.0
92236,11.0
92237,12.0
92238,9.0
92239,7.0
92240,10.0
92241,9.0
92242,12.0
92243,11.0
92244,12.0
92245,9.0
92246,10.0
92247,13.0
92248,10.0
92249,8.0
92250,10.0
92251,9.0
92252,9.0
92253,7.0
92254,5.0
92255,9.0
92256,9.0
92257,12.0
92258,11.0
92259,9.0
92260,13.0
92261,10.0
92262,10.0
92263,13.0
92264,10.0
92265,9.0
92266,11.0
92267,7.0
92268,11.0
92269,10.0
92270,7.0
92271,8.0
92272,14.0
92273,12.0
92274,13.0
92275,14.0
92276,11.0
92277,9.0
92278,14.0
92279,10.0
92280,5.0
92281,12.0
92282,10.0
92283,9.0
92284,8.0
92285,9.0
92286,11.0
92287,10.0
92288,5.0
92289,8.0
92290,6.0
92291,6.0
92292,8.0
92293,11.0
92294,15.0
92295,11.0
92296,11.0
92297,6.0
92298,13.0
92299,10.0
92300,10.0
92301,9.0
92302,5.0
92303,10.0
92304,12.0
92305,9.0
92306,13.0
92307,9.0
92308,11.0
92309,10.0
92310,12.0
92311,5.0
92312,12.0
92313,10.0
92314,14.0
92315,10.0
92316,6.0
92317,7.0
92318,8.0
92319,5.0
92320,5.0
92321,9.0
92322,9.0
92323,8.0
92324,11.0
92325,9.0
92326,8.0
92327,10.0
92328,7.0
92329,8.0
92330,8.0
92331,9.0
92332,11.0
92333,11.0
92334,11.0
92335,11.0
92336,7.0
92337,4.0
92338,14.0
92339,9.0
92340,8.0
92341,6.0
92342,18.0
92343,8.0
92344,6.0
92345,8.0
92346,8.0
92347,12.0
92348,14.0
92349,9.0
92350,7.0
92351,11.0
92352,11.0
92353,9.0
92354,9.0
92355,14.0
92356,6.0
92357,9.0
92358,11.0
92359,9.0
92360,11.0
92361,11.0
92362,14.0
92363,13.0
92364,7.0
92365,10.0
92366,10.0
92367,9.0
92368,13.0
92369,9.0
92370,11.0
92371,10.0
92372,10.0
92373,11.0
92374,5.0
92375,7.0
92376,12.0
92377,12.0
92378,9.0
92379,14.0
92380,8.0
92381,5.0
92382,11.0
92383,14.0
92384,13.0
92385,7.0
92386,9.0
92387,7.0
92388,6.0
92389,7.0
92390,8.0
92391,9.0
92392,11.0
92393,5.0
92394,5.0
92395,18.0
92396,7.0
92397,17.0
92398,11.0
92399,7.0
92400,15.0
92401,9.0
92402,5.0
92403,9.0
92404,8.0
92405,15.0
92406,12.0
92407,5.0
92408,8.0
92409,12.0
92410,11.0
92411,10.0
92412,11.0
92413,10.0
92414,10.0
92415,7.0
92416,13.0
92417,11.0
92418,12.0
92419,14.0
92420,9.0
92421,10.0
92422,7.0
92423,16.0
92424,9.0
92425,6.0
92426,9.0
92427,10.0
92428,10.0
92429,12.0
92430,11.0
92431,15.0
92432,12.0
92433,11.0
92434,9.0
92435,10.0
92436,9.0
92437,4.0
92438,12.0
92439,9.0
92440,4.0
92441,9.0
92442,9.0
92443,10.0
92444,10.0
92445,8.0
92446,9.0
92447,8.0
92448,9.0
92449,9.0
92450,21.0
92451,11.0
92452,12.0
92453,8.0
92454,10.0
92455,12.0
92456,10.0
92457,11.0
92458,10.0
92459,9.0
92460,10.0
92461,9.0
92462,13.0
92463,13.0
92464,10.0
92465,9.0
92466,12.0
92467,12.0
92468,10.0
92469,10.0
92470,11.0
92471,8.0
92472,12.0
92473,11.0
92474,12.0
92475,10.0
92476,9.0
92477,9.0
92478,14.0
92479,8.0
92480,12.0
92481,9.0
92482,12.0
92483,9.0
92484,10.0
92485,10.0
92486,14.0
92487,10.0
92488,8.0
92489,9.0
92490,10.0
92491,10.0
92492,10.0
92493,7.0
92494,13.0
92495,8.0
92496,5.0
92497,11.0
92498,6.0
92499,7.0
92500,9.0
92501,6.0
92502,11.0
92503,10.0
92504,10.0
92505,10.0
92506,14.0
92507,9.0
92508,12.0
92509,11.0
92510,12.0
92511,15.0
92512,15.0
92513,8.0
92514,9.0
92515,16.0
92516,5.0
92517,8.0
92518,9.0
92519,9.0
92520,9.0
92521,10.0
92522,12.0
92523,7.0
92524,11.0
92525,10.0
92526,11.0
92527,10.0
92528,9.0
92529,11.0
92530,11.0
92531,7.0
92532,8.0
92533,7.0
92534,12.0
92535,10.0
92536,11.0
92537,10.0
92538,7.0
92539,11.0
92540,10.0
92541,10.0
92542,12.0
92543,17.0
92544,10.0
92545,12.0
92546,11.0
92547,10.0
92548,4.0
92549,10.0
92550,10.0
92551,11.0
92552,11.0
92553,11.0
92554,8.0
92555,10.0
92556,10.0
92557,11.0
92558,11.0
92559,10.0
92560,15.0
92561,11.0
92562,9.0
92563,12.0
92564,13.0
92565,7.0
92566,12.0
92567,10.0
92568,11.0
92569,8.0
92570,6.0
92571,14.0
92572,10.0
92573,8.0
92574,10.0
92575,5.0
92576,8.0
92577,10.0
92578,8.0
92579,7.0
92580,7.0
92581,11.0
92582,10.0
92583,8.0
92584,6.0
92585,9.0
92586,7.0
92587,11.0
92588,10.0
92589,14.0
92590,10.0
92591,12.0
92592,14.0
92593,11.0
92594,14.0
92595,10.0
92596,10.0
92597,10.0
92598,8.0
92599,9.0
92600,6.0
92601,11.0
92602,6.0
92603,8.0
92604,8.0
92605,4.0
92606,15.0
92607,6.0
92608,11.0
92609,8.0
92610,19.0
92611,11.0
92612,8.0
